id,name,year_began,year_ended,notes,url,publisher_id
2278,Galago Förlag,NULL,NULL,NULL,NULL,1212
2279,Galaxy Comics,1984,1984,NULL,NULL,2453
2280,Galaxy Comics,NULL,NULL,NULL,NULL,7266
2281,Galaxy Media,1979,1980,NULL,NULL,7847
2282,Lambiek,NULL,NULL,NULL,NULL,3363
2283,Garzanti,NULL,NULL,NULL,NULL,4673
2284,Garzanti,NULL,NULL,NULL,NULL,4673
2285,GASI,NULL,NULL,NULL,NULL,7377
2286,Gatekeeper GK Publishing,NULL,NULL,NULL,NULL,5298
2287,Gauntlet Comics,NULL,NULL,NULL,NULL,604
2288,Gazette Bok,NULL,NULL,NULL,NULL,3511
2289,gb G Billhöfer Verlag,1966,1969,NULL,NULL,7498
2290,GB Glace,NULL,NULL,NULL,NULL,1367
2291,GC Press,2012,NULL,NULL,NULL,7977
2292,Gebhart Publications,1987,1987,NULL,NULL,8864
2293,Geekpunk,NULL,NULL,NULL,NULL,3128
2294,Geisha Editions,NULL,NULL,NULL,NULL,7600
2295,Gemstone Publishing,NULL,NULL,NULL,NULL,1815
2296,Gen: Eric Publishing,2004,2011,"Top portion of brand logo looks like the edges of three books in an uneven stack.  Beneath that are two lines of type.  The first line reads ""Gen: Eric"" and the second lines reads: ""publishing"".",http://www.lacklusterworld.com/,8669
2297,Génération Comics,1998,2005,NULL,NULL,4475
2298,Generation Comics,NULL,NULL,NULL,NULL,4720
2299,Generation Comics; Image,NULL,NULL,NULL,NULL,4720
2300,Generation Comics; Image; Avalon Studios,NULL,NULL,NULL,NULL,4720
2301,Genesis West,NULL,NULL,NULL,NULL,2041
2302,Genesis West Comics,NULL,NULL,NULL,NULL,2041
2303,Gestalt,NULL,NULL,NULL,NULL,8576
2304,Getekend,NULL,NULL,NULL,NULL,4508
2306,Gevion,NULL,NULL,NULL,NULL,1580
2307,Gevion; Rhesus Comics,NULL,NULL,NULL,NULL,1580
2308,GG,2010,NULL,This logo is two capital Gs facing each other (so the one on the right is backwards) inside a rounded rectangle.  It looks a little like a cassette tape or the latch on a seat belt.,http://www.ggstudiodesign.com/,6907
2318,Gibbs Smith [stylized outline of a bird in red],NULL,NULL,NULL,NULL,8238
2319,Gibraltar,NULL,NULL,NULL,NULL,7487
2320,Giganto Books,NULL,NULL,NULL,NULL,7588
2321,Gilbert Toys,1958,1959,NULL,NULL,4906
2322,Girl Twirl Comics,2002,NULL,NULL,http://www.girltwirlcomics.com/,5062
