id,name,year_began,year_ended,notes,url,publisher_id
3594,Panini Revistas; Marvel,NULL,NULL,NULL,NULL,3932
3595,Panini; Marvel,NULL,NULL,NULL,NULL,4720
3596,Pantagruel,NULL,NULL,NULL,NULL,7293
3597,Pantheon,NULL,NULL,NULL,NULL,2216
3598,Pantheon,NULL,NULL,NULL,NULL,530
3600,PAPAMOSCAS bokförlag,NULL,NULL,NULL,NULL,7589
3601,Paperback Library,NULL,NULL,"An open book logo with the words ""PAPERBACK LIBRARY"" typeset in capital letters.",NULL,342
3602,Papercutz,2005,NULL,NULL,http://www.papercutz.com/,525
3604,Paradogma,NULL,NULL,NULL,NULL,7383
3607,Paradox,1994,2003,Symbol combining a version of the common optical illusion consisting of three prongs with two P's the first facing backwards.,NULL,54
3608,Paragon,1971,2003,NULL,NULL,454
3611,ParaGraphics,NULL,NULL,NULL,NULL,2937
3612,Parallax,NULL,NULL,NULL,NULL,2332
3613,Parker Editore,NULL,NULL,NULL,NULL,618
3614,Parodi,1990,1994,NULL,http://www.epix.se/,678
3615,Parody Press,NULL,NULL,NULL,NULL,856
3616,Pastime Productions,1982,NULL,NULL,NULL,8760
3617,Pastime Publications,1982,NULL,NULL,NULL,8760
3618,Path of Progress,NULL,NULL,Stylized capital P with star and flowing waters... from the initial P of the Path of Progress Heritage Tour Route.  Known to have been used on a single comic book in 1995.,NULL,8312
3619,Patxarán Ediciones,NULL,NULL,NULL,NULL,736
3620,Pavesio,NULL,NULL,NULL,NULL,4749
3621,Paws Print,1994,1995,NULL,NULL,3549
3622,Pax Forlag,NULL,NULL,NULL,NULL,1604
3623,Pax Forlag A/S,NULL,NULL,NULL,NULL,1604
3624,PB Permabook Edition,NULL,NULL,NULL,NULL,1842
3625,PB Pocket Book Edition,NULL,NULL,NULL,NULL,690
3626,Pacific Comics,NULL,NULL,NULL,NULL,427
3627,PC Pocket Change Comics,NULL,NULL,NULL,NULL,785
3628,PCX,NULL,NULL,NULL,NULL,3287
3629,Pearson's Libraries,NULL,NULL,NULL,NULL,4887
3630,Peekaboo Press,NULL,NULL,NULL,NULL,3554
3631,Pelican ,1926,NULL,NULL,http://pelicanpub.com/,7000
3632,Pen & Ink Comics,1993,1995,NULL,NULL,753
3634,Penny-Farthing Press,NULL,NULL,NULL,NULL,947
3635,Pennyklubben,NULL,NULL,NULL,NULL,1514
3636,Penthouse,NULL,NULL,NULL,NULL,3287
3637,Pepper Pike Graphics,1994,1994,NULL,NULL,783
3638,Peregrine Entertaiment,NULL,NULL,NULL,NULL,2666
3639,Perennial,NULL,NULL,NULL,NULL,1171
3640,Periodico Lancio,NULL,NULL,NULL,NULL,444
3641,Perro Muerto Producciones,NULL,NULL,NULL,NULL,7692
3642,Personality Comics,1991,1992,NULL,NULL,2758
3643,Pest Comics,1993,1993,NULL,NULL,3132
3644,PETA Kids Comics,NULL,NULL,NULL,NULL,8679
3645,Peter Pan Records,NULL,NULL,NULL,NULL,1818
3646,Peter Pan Super Adventures,NULL,NULL,NULL,NULL,1818
3647,Petersen Publishing Company,1961,1991,Winged-helmet circled by name.,NULL,2014
3648,Petra Comics,1995,1995,NULL,NULL,3206
3649,PG Preservation Graphics,NULL,NULL,NULL,NULL,6002
3650,PH,1959,1972,"El logo contiene las letras ""PH"" en un círculo.",NULL,6564
3651,Phantasy Press,NULL,NULL,Circular logo with a sphere in the center.,NULL,3404
3652,Philomel,NULL,NULL,NULL,NULL,587
3653,PI,1986,2011,NULL,NULL,916
3654,Piąte Piętro,1998,1998,NULL,NULL,8894
3655,Picador,NULL,NULL,NULL,http://www.picadorusa.com/,1174
3657,Picture Classics,NULL,NULL,Seen on the 1981 version of Tom Sawyer.,NULL,2824
3658,PictureBox,NULL,NULL,NULL,NULL,4395
3659,Pied Piper Comics,1986,1988,NULL,NULL,532
3660,Piffle Productions,NULL,NULL,NULL,NULL,3665
3661,Piggy Back Studios,2010,NULL,NULL,NULL,7323
3662,Pincel,NULL,NULL,NULL,NULL,8879
3663,Pincel,1978,NULL,NULL,NULL,7731
3666,pinsel,1973,1974,NULL,NULL,7731
3667,Pioneer,1988,1990,NULL,NULL,619
3668,Pioneer,NULL,NULL,NULL,NULL,3595
3670,Piranha,1989,1991,NULL,NULL,54
3671,Pirate Press,1969,1969,NULL,NULL,6951
3672,Piratforlaget,NULL,NULL,NULL,NULL,4902
3673,Piredda Verlag,NULL,NULL,NULL,NULL,4783
3674,Pit Bros. Productions,NULL,NULL,NULL,NULL,5110
3675,Pixelstrips.com,NULL,NULL,NULL,NULL,5111
3676,Pizazz Comics,NULL,NULL,NULL,NULL,5031
3677,Planet Comic All Color,1976,1979,NULL,NULL,270
3678,Planet Comics,NULL,NULL,NULL,NULL,270
3679,Planet Lucy Press,NULL,NULL,NULL,NULL,1943
3680,Planet Manga,NULL,NULL,NULL,NULL,4720
3681,Planet Manhwa,NULL,NULL,NULL,NULL,4720
3682,Planet X Comics,1986,1986,NULL,NULL,3603
3683,Planeta Comic,1982,1985,NULL,NULL,4437
3684,Planeta deAgostini,NULL,NULL,NULL,NULL,4437
3685,Planeta DeAgostini Comics,2000,NULL,NULL,NULL,4437
3686,Planeta DeAgostini Comics; Crossgen Comics,2002,2004,Uncertain yeras,NULL,4437
3687,Planeta DeAgostini; Dark Horse Comics,NULL,NULL,NULL,NULL,4437
3688,Planeta DeAgostini; DC [bullet],2005,2011,NULL,NULL,4437
3689,Planeta DeAgostini; DC [swirl],2005,2011,NULL,NULL,4437
3690,Planeta DeAgostini; DC; WildStorm,2009,NULL,Used at least in DC/Wildstorm: Dreamwar (2009 series),NULL,4437
3691,Planeta Deagostini; Dynamite Entertainment,2009,NULL,NULL,NULL,4437
3692,Planeta DeAgostini; Fantagraphics Books,NULL,NULL,NULL,NULL,4437
3693,Planeta DeAgostini; Image Comics,NULL,NULL,NULL,NULL,4437
3694,Planeta DeAgostini; Laberinto,NULL,NULL,NULL,NULL,4437
3695,Planeta DeAgostini; Marvel Comics,2002,2004,NULL,NULL,4437
3696,Planeta DeAgostini; Marvel Comics; Image,NULL,NULL,NULL,NULL,4437
3697,Planeta DeAgostini; Marvel Comics; Maximum Press,NULL,NULL,NULL,NULL,4437
3698,Planeta DeAgostini; Vértigo,2004,NULL,NULL,NULL,4437
3699,Plansze Europy; Klub ŚK,NULL,NULL,NULL,NULL,5345
3700,Plastic Planet Presents,NULL,NULL,Red smiley face with lettering across the circle.,NULL,4814
3701,Platinum,1991,1991,Platinum Editions is a trademark of Malibu Graphics Publishing Group,NULL,613
3702,Platinum Studios Comics,NULL,NULL,NULL,NULL,4017
3703,Platinum Studios Comics; KISS Comics Group,2007,2008,"Appeared exclusively on the ""KISS 4K"" title. ""KISS Comics Group"" imprint includes the official stylized KISS band logo.",NULL,4017
3704,Play Press; DC,NULL,NULL,NULL,NULL,621
3706,Playdigm,NULL,NULL,NULL,NULL,5992
3708,Plume,1987,NULL,Plume was formerly a brand for New American Library continued in use for NAL Penguin.,NULL,6863
3709,Plusproduktie presenteert,NULL,NULL,NULL,NULL,7107
3710,PM,NULL,NULL,NULL,NULL,254
3711,Pocket,NULL,NULL,NULL,NULL,690
3712,Pocket B.D.,1989,NULL,NULL,NULL,8293
3713,Pocket Book,NULL,NULL,NULL,NULL,690
3714,Pocket Books,NULL,NULL,NULL,NULL,690
3715,Pocket Classics,NULL,NULL,NULL,NULL,4658
3716,Pocket Color Marvel Arédit,1981,1984,NULL,NULL,265
3717,Pocket [Kangaroo],NULL,NULL,NULL,NULL,690
3718,Poisson Pilote,NULL,NULL,NULL,NULL,1938
3719,Pokkeboekies,2000,2000,NULL,NULL,3315
3720,Pokus Forlag,NULL,NULL,NULL,NULL,6554
3721,Polyptiek,NULL,NULL,NULL,NULL,4508
3723,Polyptyque,NULL,NULL,NULL,NULL,4508
3724,Pomegranate ,1968,NULL,NULL,http://pomegranate.com/,7021
3725,Ponent Mon,2007,NULL,"Ponent Mon emblem is a black and white eight-point compass surrounded by a gold border. ""Ponent Mon"" are written on the gold border.",NULL,4136
3726,Pooo Bear Productions,1972,NULL,NULL,NULL,2908
3727,Pooo Bear Productions,1975,1975,NULL,NULL,2892
3728,Poorhouse,NULL,NULL,NULL,NULL,410
3729,Pop Comics,NULL,NULL,NULL,NULL,4072
3730,Pop Magazine,1970,1974,NULL,NULL,265
3731,Popular Library,NULL,NULL,NULL,NULL,2354
3732,Popular Library Eagle Books,1957,NULL,Boxed square with Popular at the top and Library at the bottom in boxes. Eagle silhouette in center with Eagle Books across the middle.,NULL,2354
3733,Poseur Ink [recycle heart],NULL,NULL,NULL,NULL,7719
3734,POST,2001,NULL,NULL,NULL,8295
3736,Power Comics,1977,1977,NULL,NULL,2630
3737,Power Mark Comics,NULL,NULL,NULL,NULL,4776
3738,Power Records,NULL,NULL,NULL,NULL,1818
3739,Power,1997,1997,NULL,NULL,7057
3740,PP,1993,1995,NULL,NULL,856
3741,PP Perretti Productions,NULL,NULL,NULL,NULL,3137
3742,Predawn Productions,NULL,NULL,NULL,NULL,5709
3743,Prelude Graphics,1986,1986,NULL,NULL,2054
3744,Premium / PG,NULL,NULL,NULL,NULL,100
3745,Premium PGC,NULL,NULL,NULL,NULL,3685
3746,Présence de l'avenir,1977,1983,NULL,NULL,5711
3749,Presented by the W.T. Grant Co.,NULL,NULL,NULL,NULL,3976
3750,Presented by W. T. Grant Co.,NULL,NULL,NULL,NULL,3976
3751,Prestige,NULL,NULL,NULL,NULL,4498
3752,Priaprism Press,1998,2002,NULL,NULL,351
3753,Prima Games,2006,2007,NULL,http://www.primagames.com/,2216
3754,Print Mint,1968,1978,Basic image has the words 'Print Mint' with a heart. Robert Beerbohm says via email that most comix creators did their own cover designs which included the adding of the word 'The' and multiple variations in the design.,NULL,374
3755,Prion,NULL,NULL,NULL,NULL,4085
3756,Prize Group,NULL,NULL,NULL,NULL,102
3757,Prokla-Media,NULL,NULL,NULL,NULL,6503
3758,Promethean Studios,NULL,NULL,NULL,NULL,2808
3759,Promotora K,NULL,NULL,NULL,NULL,7199
3760,PS Artbooks,NULL,NULL,NULL,NULL,7551
3761,Psikopat,1982,NULL,NULL,http://www.psikopat.com/,7711
3762,Pt Platinum Manga by DMP,2012,NULL,NULL,http://www.dmpbooks.com/,4602
3763,Publicatiebureau,NULL,NULL,NULL,NULL,1964
3764,Publications Office,NULL,NULL,NULL,NULL,1964
3765,Publikāciju birojs,NULL,NULL,NULL,NULL,1964
3766,Publikationsbyrån,NULL,NULL,NULL,NULL,1964
3767,Publikationskontoret,NULL,NULL,NULL,NULL,1964
3768,Comic House,1942,1943,NULL,NULL,77
3769,Published by Kilgore,NULL,NULL,"Features the words ""Published by Kilgore"" and a drawing of a trout.",NULL,8706
3770,Publishers Atlas Publications Pty. Ltd.; An Approved Atlas Comic.,1955,1957,The brand logo also includes the comic price and company address.,NULL,5812
3771,Publistrip,NULL,NULL,NULL,NULL,8052
3772,Puffin,1939,NULL,NULL,NULL,8285
3773,Pulp,2001,NULL,NULL,NULL,594
3775,Pulp Theatre Entertainment,NULL,NULL,NULL,NULL,5147
3776,Puppet Terrors Press,2004,NULL,NULL,NULL,4517
3777,Puppy Toss,NULL,NULL,NULL,NULL,3484
3778,Purple Spiral Comics,1994,NULL,NULL,NULL,6140
3779,Purrsia Press,NULL,NULL,NULL,NULL,3554
3780,Pyramid,NULL,NULL,NULL,NULL,310
3781,Pyramid,1991,2000,NULL,NULL,678
3782,Pyramid,NULL,NULL,NULL,NULL,1084
3783,Pyramid Books,NULL,NULL,NULL,NULL,310
3784,Pyramid Comics,1986,1987,NULL,NULL,3090
3785,Q Comics,1999,1999,NULL,NULL,2497
3786,Quadrants,2007,NULL,NULL,NULL,7641
3788,Quality,1940,1956,NULL,NULL,67
3790,Quality Comics,1986,NULL,NULL,NULL,535
3791,Quality Comics,NULL,NULL,NULL,NULL,517
3792,Querido,NULL,NULL,NULL,NULL,7070
3793,Quick Fox,1981,1981,NULL,NULL,4777
3794,quimantú,1971,1973,NULL,NULL,7413
3795,Quirk Classics,2010,NULL,NULL,http://www.quirkclassics.com/,2216
3796,R,NULL,NULL,NULL,NULL,1567
3797,R Editions,1990,1990,NULL,NULL,7080
3798,Rucker,NULL,NULL,NULL,NULL,3107
3799,R-Comics,2013,NULL,NULL,NULL,8650
3800,R. Susor Pubs.,NULL,NULL,NULL,NULL,5707
3801,R.A.K. Graphics,NULL,NULL,NULL,NULL,3308
3802,Rabén & Sjögren,NULL,NULL,NULL,NULL,1062
3803,rabén&sjögren,NULL,NULL,NULL,NULL,1062
3804,Rabobank,1973,1983,NULL,NULL,7072
3805,Rackham,NULL,NULL,NULL,http://www.editions-rackham.com/,7052
3806,Radio Comix,NULL,NULL,NULL,NULL,977
3807,Rädler Verlag Köln,NULL,NULL,NULL,NULL,6926
3808,Rage Comics,NULL,NULL,NULL,NULL,3441
3809,Raging Rhino Productions,NULL,NULL,NULL,NULL,2789
3810,Raised Brow Publications,NULL,NULL,NULL,NULL,6165
3811,Ram Comics,1988,1988,NULL,NULL,3650
3812,Random House,NULL,NULL,NULL,NULL,2216
3814,Raptus Bergen,NULL,NULL,NULL,NULL,5114
3815,Raptus Bergen Tegneseriefestival,NULL,NULL,NULL,NULL,5114
3816,Rat Race Comix,1995,NULL,NULL,NULL,1090
3817,Raven Comics,NULL,NULL,NULL,NULL,3014
3818,Raw Studios,2005,2008,NULL,NULL,709
3819,Razorline,1993,1994,NULL,NULL,78
3820,RC Radical Comics,NULL,NULL,NULL,NULL,4589
3821,RC Radical Comics; Radical Premiere,2010,NULL,NULL,NULL,4589
3822,RE,2011,NULL,NULL,NULL,7870
3823,RE riego ediciones s.a.,1979,1981,NULL,NULL,5156
3824,Re-Visionary,1994,NULL,Lettering is in an L shaped Logo.,NULL,2008
3825,Re-Visionary Press; Carnal Comics,NULL,NULL,NULL,NULL,2008
3826,Reactor,1993,1993,NULL,NULL,3641
3827,Real Comics,NULL,NULL,NULL,NULL,2593
3828,Realbuzz Studios,2008,2008,NULL,NULL,4899
3829,Realistic,NULL,NULL,NULL,NULL,197
3830,Rebel Crime,NULL,NULL,NULL,NULL,3455
3831,Rebel Studios,NULL,NULL,NULL,NULL,754
3832,Rebellion,2001,NULL,NULL,http://www.rebellion.co.uk/,2020
3833,Rechtdoorzee mijl op 7,NULL,NULL,NULL,NULL,7079
3834,Recollections,NULL,NULL,NULL,NULL,590
3835,Red 5 Comics,2008,NULL,NULL,NULL,4071
3836,Red Anvil,1997,NULL,NULL,NULL,7630
3838,Red Circle Comics Group,1973,2014,NULL,NULL,71
3840,Red Eagle Comics,1989,2001,NULL,NULL,7277
3841,Red Menace Comics,NULL,NULL,NULL,NULL,8258
3842,Red Top Comics,1957,1957,NULL,NULL,217
3843,Redbud Studios,2009,NULL,NULL,http://homepage.mac.com/robmdavis/RedbudStudio/index.html,7373
3844,Redd Barna,NULL,NULL,NULL,NULL,1705
3845,Redline Comics,NULL,NULL,NULL,NULL,5988
3846,Regan Books,1994,2006,NULL,NULL,1171
3847,Regnbuetrykk; En Lopus produksjon,NULL,NULL,NULL,NULL,1738
3850,Renaissance,NULL,NULL,NULL,NULL,4002
3851,Renegade Press,1985,1988,NULL,NULL,498
3852,RepéRages Dupuis,NULL,NULL,NULL,NULL,3361
3853,Repercussion Comics; Deadly World Productions,2009,NULL,"The Repercussion Comics brand is the words ""Repercussion Comics"" in bold letters with lines like cracks running through the letters giving the appearance that the letters have been shattered by an impact.  The Deadly Word Productions brand logo is a vertical rectangle border with a solid circle that extends beyond the borders of the rectangle placed slightly above center so that about two-thirds of the empty space is below the circle and one-third of the empty space is above the circle. The circle has three cracks in it a large one at the top that extends to about the center of the circle and two smaller cracks one at the bottom and one on the right side each of which is only about one-third the size of the large crack.",http://therepercussioneffect.wordpress.com/,8370
3854,Reprodukt,NULL,NULL,NULL,NULL,877
3855,Reprodukt; Edition Moderne,NULL,NULL,NULL,NULL,877
3856,Retursamarbeidet LOOP,NULL,NULL,NULL,NULL,6550
3857,Revolutionary Comics,NULL,NULL,NULL,NULL,716
3858,RGE,1952,1986,NULL,NULL,3023
3859,Rhaa Lovely,NULL,NULL,NULL,NULL,3367
3860,Rio Gráfica e Editora,NULL,NULL,NULL,NULL,3023
3861,Rip Off Press,NULL,NULL,NULL,NULL,570
3862,Rip Off Press Inc.,1969,1998,NULL,NULL,570
3863,Rip Off Press Inc.,NULL,NULL,NULL,NULL,570
3864,Ripley's Believe It or Not! Comics,1993,1993,NULL,NULL,7500
3865,Rival,NULL,NULL,NULL,NULL,5648
3866,River City Comics,1994,1994,NULL,NULL,3351
3867,Riverhead Books,1994,NULL,NULL,http://www.riverheadbooks.com/,1854
3868,Riverhead Books,2008,NULL,NULL,NULL,587
3869,Rizzoli,NULL,NULL,NULL,NULL,3166
3870,Rizzoli - Lizard,2008,NULL,NULL,http://www.rizzoli-lizard.eu/,3166
3871,Rizzoli - Milano Libri,NULL,NULL,NULL,NULL,3166
3872,RKNA,NULL,NULL,NULL,NULL,7161
3873,Roaring Brook Press,NULL,NULL,NULL,NULL,7616
3874,Robin Snyder Steve Ditko,NULL,NULL,NULL,NULL,3150
3875,Robinson Bird,1983,NULL,"Originally used started its use with ""Robinson Publishing"" but continued on the ""Robinson"" imprint of ""Constable & Robinson"".",http://www.constablerobinson.com/,7228
3876,Rock 'N' Roll Comics; Revolutionary Comics,NULL,NULL,NULL,NULL,716
3877,Rock-It Comix,1993,1994,NULL,NULL,613
3878,Rocket Comics,2003,2005,NULL,NULL,512
3881,Rocky Mountain News,NULL,NULL,NULL,http://www.rockymountainnews.com/,8748
3882,Roddenberry Productions,2008,NULL,Roddenberry as in Gene Roddenberry the creator of Star Trek. The year is an educated guess coming from first date on their website.,http://Roddenberry.com/,2063
3883,Rofus Verlag,NULL,NULL,NULL,NULL,7928
3884,Roger Corman's Cosmic Comics,1995,1995,NULL,NULL,1147
3885,Romanforlaget,NULL,NULL,NULL,NULL,1567
3886,Romanforlaget A/S,NULL,NULL,NULL,NULL,1567
3887,Romantruhe Comic,2011,NULL,NULL,NULL,7568
3888,Ronin Studios,NULL,NULL,NULL,NULL,5376
3889,rororo,NULL,NULL,NULL,NULL,1055
3891,Rosebud,NULL,NULL,NULL,NULL,4595
3892,Rossel Uitgeverij,NULL,NULL,NULL,NULL,4105
3893,Rotbuch,NULL,NULL,NULL,NULL,7094
3894,Rotbuch Verlag,NULL,NULL,NULL,NULL,7094
3895,Rotbuch-Taschenbuch,NULL,NULL,NULL,NULL,7094
3896,rotopolpress,2008,NULL,NULL,http://www.rotopolpress.de/,8299
3897,Rough Cut Comics,NULL,NULL,NULL,NULL,5823
3898,Rovio Books,2012,NULL,Used for Angry Birds books,NULL,1082
3899,Rowohlt,NULL,NULL,NULL,NULL,1055
3900,RP Renaissance Press,NULL,NULL,NULL,NULL,2077
3901,RS R. Susor Publications,NULL,NULL,NULL,NULL,5707
3902,Rubinstein,2003,2008,NULL,NULL,8535
3903,Rude Dude Productions,2007,2009,NULL,NULL,3621
3904,Runepress,NULL,NULL,NULL,NULL,6387
3905,Running Press,1996,NULL,NULL,http://www.runningpress.com/,878
3906,RV,NULL,NULL,NULL,NULL,6932
3907,RW Lion; DC Comics,2013,NULL,NULL,NULL,8497
3908,RW Lion; Vertigo,2013,NULL,NULL,NULL,8497
3909,Rødt!,NULL,NULL,NULL,NULL,7153
3910,S,NULL,NULL,NULL,NULL,5304
3911,S,NULL,NULL,NULL,NULL,2002
3914,S,NULL,NULL,NULL,NULL,2948
3915,S,NULL,NULL,NULL,NULL,3746
3917,S Marvel,NULL,NULL,NULL,NULL,2002
3926,S Seriehuset AS,NULL,NULL,NULL,NULL,2002
3927,S Sumitek,NULL,NULL,NULL,NULL,2948
3928,S Vertigo,NULL,NULL,NULL,NULL,2002
3929,S.C.A.T.O.C.C.E.,NULL,NULL,NULL,NULL,8789
3930,Saalfield,NULL,NULL,NULL,NULL,3318
3931,SaberCat Comics,NULL,NULL,NULL,NULL,2728
3932,Sabre,NULL,NULL,NULL,NULL,8545
3933,SAF,NULL,NULL,NULL,NULL,7364
3934,SAF Comics,2003,2004,NULL,NULL,4135
3935,Safe Comics,1999,2003,NULL,NULL,4135
3936,Saga Uitgaven,NULL,NULL,NULL,NULL,7050
3937,Salleck Publications,NULL,NULL,NULL,NULL,949
3938,Salleck Publications; Eckart Schott Verlag,NULL,NULL,NULL,NULL,949
3939,Salt Peter Press,2004,2007,NULL,NULL,4791
3940,Samlaget,NULL,NULL,NULL,NULL,1587
3941,Samouraï; l'Echo des Savanes,NULL,NULL,NULL,NULL,6236
3942,Samson Comics; Flashpoint Studios,NULL,NULL,NULL,NULL,3370
3943,San Francisco Comic Book Company,1970,1971,NULL,NULL,2893
3944,San Paolo,NULL,NULL,NULL,NULL,354
3945,Sanctuary Press,NULL,NULL,NULL,NULL,2914
3946,Sandvik; Go'boken,NULL,NULL,NULL,NULL,5380
3947,Sanoma,2013,NULL,NULL,NULL,3093
3949,Sanoma Osakeyhtiö,NULL,NULL,NULL,NULL,3229
3952,Satellit,NULL,NULL,NULL,NULL,592
3953,Satellitförlaget,NULL,NULL,NULL,NULL,592
3954,SBK83,2007,NULL,NULL,http://www.sbk83.de/,7230
3955,SBP Strips,NULL,NULL,NULL,NULL,5175
3956,SBS,NULL,NULL,Initials S B S in three squares.,NULL,364
3957,SC Silverline Comics,NULL,NULL,NULL,NULL,2737
3958,Scarlet Rose Productions,NULL,NULL,NULL,NULL,3605
3959,Schetter éditeur,1991,2001,NULL,NULL,8660
3960,Schetter uitgever,1991,1994,NULL,NULL,8660
3961,Schibsted,NULL,NULL,NULL,NULL,1638
3967,Schibsted; A,NULL,NULL,NULL,NULL,1638
3968,Schism Comics,1995,NULL,As seen on Bru-Head's Breathtaking Beauties #1,NULL,2657
3969,Schocken S,2012,NULL,NULL,NULL,8494
3970,Scholastic,NULL,NULL,NULL,NULL,1118
3971,Schreiber & Leser,NULL,NULL,NULL,NULL,5985
3973,Schwarzer Klecks,2003,NULL,NULL,NULL,5732
3974,Schwarzer Klecks; Bonelli Comics,NULL,NULL,NULL,NULL,5729
3975,Schwarzer Turm,NULL,NULL,NULL,NULL,3104
3976,El Capitán,NULL,NULL,NULL,NULL,3104
3977,Scrap Pictures,NULL,NULL,NULL,NULL,5923
3978,Scribners,NULL,NULL,No apostrophe.,NULL,7200
3979,SD Silent Devil Inc.,2005,2007,NULL,NULL,3723
3980,Se-bladene,NULL,NULL,NULL,NULL,1514
3981,SEA,1952,NULL,Usado en comics editados por Sociedad Editora América. Se continua usando después de que esta compañía deja de aparecer en el indicia.,NULL,3947
3982,Sea Lion,2011,NULL,A picture of an anthropomorphic mountain lion standing on the deck of a sailboat all in a circle. (A wordless logo),http://sealionbooks.com/,7399
3983,Seaquence Graphics SQ,1999,1999,SQ in a clam-shell with Seaquence above it and Graphics below it.,NULL,4605
3984,Second 2 Some Studios,NULL,NULL,NULL,NULL,2616
3985,Sega,NULL,NULL,NULL,NULL,7965
3986,SelfMadeHero,NULL,NULL,NULL,NULL,4478
3987,SEMIC,NULL,NULL,NULL,NULL,1847
3988,Semic,NULL,NULL,NULL,NULL,2557
3990,Semic,NULL,NULL,NULL,NULL,1197
3993,Semic Album,NULL,NULL,NULL,NULL,4543
3994,Semic Books,2001,NULL,NULL,NULL,4543
3995,Semic Comics; Dark Horse Comics [chess piece],2000,NULL,NULL,NULL,4543
3996,Semic Deluxe,2003,NULL,NULL,NULL,4543
3997,Semic Editions,1994,NULL,NULL,NULL,4543
3998,Semic France,NULL,NULL,NULL,NULL,4543
3999,Semic France,NULL,NULL,NULL,NULL,4543
4000,Semic Interprint,NULL,NULL,NULL,NULL,4671
4001,Semic Interprint; Marvel,NULL,NULL,NULL,NULL,4671
4002,Semic Manga,2003,NULL,NULL,NULL,4543
4003,Semic Pocket,2001,2003,NULL,NULL,4543
4004,Semic Press,NULL,NULL,NULL,NULL,3027
4005,Semic Press AB,NULL,NULL,NULL,NULL,1197
4006,Semic Privilège,2003,NULL,NULL,NULL,4543
4007,SEMIC Seriesamlerklubben,NULL,NULL,NULL,NULL,1847
4009,Semic TM-System,NULL,NULL,NULL,NULL,5296
4012,SEMIC/nordisk forlag AS (en linje),NULL,NULL,NULL,NULL,1847
4013,SEMIC/nordisk forlag AS (en linje uten symbol),NULL,NULL,NULL,NULL,1847
4014,SEMIC/nordisk forlag AS; Dargaud presenterer,NULL,NULL,NULL,NULL,1847
4015,SEMIC/nordisk forlag AS; DC,NULL,NULL,NULL,NULL,1847
4016,SEMIC/nordisk forlag AS; Nye Bøker,NULL,NULL,NULL,NULL,1847
4017,SEMIC; Dargaud presenterer,NULL,NULL,NULL,NULL,1847
4018,Semic; DC,NULL,NULL,NULL,NULL,4543
4019,SEMIC; Et SEMIC produkt,NULL,NULL,NULL,NULL,1847
4020,Semic; Marvel Comics,NULL,NULL,NULL,NULL,4543
4022,Semple Comics,NULL,NULL,NULL,NULL,368
4023,Sentai Studios,NULL,NULL,NULL,NULL,6004
4024,September Press,1989,1994,NULL,NULL,3652
4025,Sergio Bonelli Editore,NULL,NULL,NULL,NULL,164
4026,Série Archie,NULL,NULL,NULL,NULL,2195
4027,Serie Oro; Planeta Comic,1983,1986,NULL,NULL,4437
4028,Serieförlaget,NULL,NULL,NULL,NULL,1201
4029,Serieförlaget,NULL,NULL,NULL,NULL,1082
4030,Serieförlaget,NULL,NULL,NULL,NULL,1840
4031,Serieforlaget,NULL,NULL,NULL,NULL,5346
4032,Serieforlaget as Hjemmet,NULL,NULL,NULL,NULL,1559
4033,Serieförlaget Hemmets Journal AB,NULL,NULL,NULL,NULL,1201
4034,Serieförlaget; RR Comic Albums,NULL,NULL,NULL,NULL,1840
4035,Seriefrämjandet,1968,NULL,NULL,NULL,2051
4036,Seriehuset,NULL,NULL,NULL,NULL,2002
4037,Seriehuset AS,NULL,NULL,NULL,NULL,2002
4038,Seriehuset AS Marvel,NULL,NULL,NULL,NULL,2002
4039,Seriepiraterna,2003,2004,NULL,NULL,2101
4040,Serier för vuxna,1984,1990,NULL,NULL,678
4041,Serviço das Publicações,NULL,NULL,NULL,NULL,1964
4042,Seuil,1998,1998,NULL,NULL,1242
4043,Seven Island Edition,NULL,NULL,NULL,NULL,7921
4044,Seven Seas,2004,NULL,NULL,http://www.gomanga.com/,5956
4045,Seven Seas Manga,NULL,NULL,NULL,NULL,5956
4046,Sexy Fruit,2000,2005,NULL,NULL,2599
4047,SF,2001,NULL,NULL,NULL,2089
4049,SFCA,NULL,NULL,NULL,NULL,996
4050,SG Staton Graphics,NULL,NULL,NULL,NULL,2947
4051,Shadow Comics,1989,1989,NULL,NULL,5713
4052,Shadow Star Press,NULL,NULL,NULL,NULL,2780
4054,Shadowline,2006,NULL,NULL,http://www.shadowlinecomics.com/,709
4055,Shampooing,2005,NULL,NULL,NULL,4035
4056,Shanda Fantasy Arts,NULL,NULL,NULL,NULL,2858
4058,Sherpa,NULL,NULL,NULL,NULL,3365
4059,Sherpa - Oog & Blik,NULL,NULL,NULL,NULL,7053
4060,Shodoku,NULL,NULL,NULL,NULL,5985
4061,Shojo Beat,NULL,NULL,NULL,NULL,594
4063,Shonen Jump,NULL,NULL,NULL,NULL,594
4066,Shonen Sunday,NULL,NULL,NULL,NULL,594
4067,Shooting Star Comics,NULL,NULL,NULL,NULL,2423
4068,Showcase,NULL,NULL,NULL,NULL,537
4069,Showcase Publications,NULL,NULL,NULL,NULL,537
4070,Shunga Comix,NULL,NULL,NULL,NULL,2959
4071,SI,NULL,NULL,NULL,NULL,2762
4072,Sicilian Dragon,NULL,NULL,NULL,NULL,978
4073,Sick Mind Press,1996,1999,NULL,NULL,3546
4074,Side Show Comics,1991,1991,NULL,NULL,3437
